REGION_CODE;REGION_NAME;CITY_CODE;CITY_NAME;COUNTRY_CODE
24;Mississippi;24 - 473;ADAMS;US
24;Mississippi;24 - 474;ALCORN;US
54;Norte de Santander;54 - 174;CHITAGÁ;CO
15;Boyacá;15 - 542;PESCA;CO
24;Mississippi;24 - 475;AMITE;US
54;Norte de Santander;54 - 223;CUCUTILLA;CO
15;Boyacá;15 - 572;PUERTO BOYACÁ;CO
54;Norte de Santander;54 - 245;EL CARMEN;CO
15;Boyacá;15 - 599;RAMIRIQUÍ;CO
54;Norte de Santander;54 - 261;EL ZULIA;CO
15;Boyacá;15 - 621;RONDÓN;CO
54;Norte de Santander;54 - 344;HACARÍ;CO
15;Boyacá;15 - 638;SÁCHICA;CO
54;Norte de Santander;54 - 377;LABATECA;CO
15;Boyacá;15 - 660;SAN EDUARDO;CO
54;Norte de Santander;54 - 398;LA PLAYA;CO
15;Boyacá;15 - 667;SAN LUIS DE GACENO;CO
54;Norte de Santander;54 - 418;LOURDES;CO
15;Boyacá;15 - 676;SAN MIGUEL DE SEMA;CO
54;Norte de Santander;54 - 498;OCAÑA;CO
15;Boyacá;15 - 686;SANTANA;CO
54;Norte de Santander;54 - 520;PAMPLONITA;CO
15;Boyacá;15 - 693;SANTA ROSA DE VITERBO;CO
54;Norte de Santander;54 - 599;RAGONVALIA;CO
15;Boyacá;15 - 720;SATIVANORTE;CO
54;Norte de Santander;54 - 670;SAN CALIXTO;CO
15;Boyacá;15 - 740;SIACHOQUE;CO
54;Norte de Santander;54 - 680;SANTIAGO;CO
15;Boyacá;15 - 755;SOCOTÁ;CO
54;Norte de Santander;54 - 743;SILOS;CO
15;Boyacá;15 - 759;SOGAMOSO;CO
54;Norte de Santander;54 - 810;TIBÚ;CO
15;Boyacá;15 - 762;SORA;CO
54;Norte de Santander;54 - 871;VILLA CARO;CO
15;Boyacá;15 - 764;SORACÁ;CO
63;Quindio;63 - 001;ARMENIA;CO
15;Boyacá;15 - 776;SUTAMARCHÁN;CO
63;Quindio;63 - 130;CALARCA;CO
15;Boyacá;15 - 790;TASCO;CO
63;Quindio;63 - 212;CÓRDOBA;CO
15;Boyacá;15 - 804;TIBANÁ;CO
63;Quindio;63 - 302;GÉNOVA;CO
15;Boyacá;15 - 808;TINJACÁ;CO
63;Quindio;63 - 470;MONTENEGRO;CO
15;Boyacá;15 - 814;TOCA;CO
63;Quindio;63 - 594;QUIMBAYA;CO
15;Boyacá;15 - 820;TÓPAGA;CO
66;Risaralda;66 - 001;PEREIRA;CO
15;Boyacá;15 - 832;TUNUNGUÁ;CO
66;Risaralda;66 - 075;BALBOA;CO
15;Boyacá;15 - 837;TUTA;CO
66;Risaralda;66 - 170;DOSQUEBRADAS;CO
15;Boyacá;15 - 842;UMBITA;CO
66;Risaralda;66 - 383;LA CELIA;CO
15;Boyacá;15 - 879;VIRACACHÁ;CO
66;Risaralda;66 - 440;MARSELLA;CO
17;Caldas;17 - 001;MANIZALES;CO
66;Risaralda;66 - 572;PUEBLO RICO;CO
17;Caldas;17 - 042;ANSERMA;CO
66;Risaralda;66 - 682;SANTA ROSA DE CABAL;CO
17;Caldas;17 - 088;BELALCÁZAR;CO
33;North Carolina;33 - 551;PERSON;US
33;North Carolina;33 - 552;CUMBERLAND;US
68;Santander;68 - 001;BUCARAMANGA;CO
17;Caldas;17 - 272;FILADELFIA;CO
33;North Carolina;33 - 553;HOKE;US
33;North Carolina;33 - 554;WAYNE;US
68;Santander;68 - 020;ALBANIA;CO
17;Caldas;17 - 388;LA MERCED;CO
33;North Carolina;33 - 555;GUILFORD;US
33;North Carolina;33 - 556;RANDOLPH;US
68;Santander;68 - 077;BARBOSA;CO
17;Caldas;17 - 442;MARMATO;CO
33;North Carolina;33 - 557;ROCKINGHAM;US
33;North Carolina;33 - 558;GREENE;US
68;Santander;68 - 081;BARRANCABERMEJA;CO
17;Caldas;17 - 446;MARULANDA;CO
33;North Carolina;33 - 559;PITT;US
33;North Carolina;33 - 560;ALEXANDER;US
68;Santander;68 - 101;BOLÍVAR;CO
17;Caldas;17 - 495;NORCASIA;CO
33;North Carolina;33 - 561;BURKE;US
33;North Carolina;33 - 562;CALDWELL;US
68;Santander;68 - 132;CALIFORNIA;CO
17;Caldas;17 - 524;PALESTINA;CO
33;North Carolina;33 - 563;CATAWBA;US
33;North Carolina;33 - 564;ONSLOW;US
68;Santander;68 - 152;CARCASÍ;CO
17;Caldas;17 - 614;RIOSUCIO;CO
33;North Carolina;33 - 565;FRANKLIN;US
33;North Carolina;33 - 566;JOHNSTON;US
68;Santander;68 - 162;CERRITO;CO
17;Caldas;17 - 653;SALAMINA;CO
33;North Carolina;33 - 567;WAKE;US
33;North Carolina;33 - 568;EDGECOMBE;US
68;Santander;68 - 169;CHARTA;CO
17;Caldas;17 - 665;SAN JOSÉ;CO
33;North Carolina;33 - 569;NASH;US
33;North Carolina;33 - 570;CURRITUCK;US
68;Santander;68 - 179;CHIPATÁ;CO
17;Caldas;17 - 867;VICTORIA;CO
33;North Carolina;33 - 571;BRUNSWICK;US
33;North Carolina;33 - 572;NEW HANOVER;US
68;Santander;68 - 207;CONCEPCIÓN;CO
17;Caldas;17 - 877;VITERBO;CO
33;North Carolina;33 - 573;PENDER;US
33;North Carolina;33 - 574;DAVIE;US
68;Santander;68 - 211;CONTRATACIÓN;CO
18;Caquetá;18 - 029;ALBANIA;CO
33;North Carolina;33 - 575;FORSYTH;US
33;North Carolina;33 - 576;STOKES;US
68;Santander;68 - 229;CURITÍ;CO
18;Caquetá;18 - 150;CARTAGENA DEL CHAIRÁ;CO
33;North Carolina;33 - 577;YADKIN;US
33;North Carolina;33 - 578;ALLEGHANY;US
68;Santander;68 - 245;EL GUACAMAYO;CO
18;Caquetá;18 - 247;EL DONCELLO;CO
33;North Carolina;33 - 579;ASHE;US
33;North Carolina;33 - 580;AVERY;US
68;Santander;68 - 255;EL PLAYÓN;CO
18;Caquetá;18 - 410;LA MONTAÑITA;CO
33;North Carolina;33 - 581;BEAUFORT;US
33;North Carolina;33 - 582;BERTIE;US
68;Santander;68 - 266;ENCISO;CO
18;Caquetá;18 - 479;MORELIA;CO
33;North Carolina;33 - 583;BLADEN;US
68;Santander;68 - 276;FLORIDABLANCA;CO
18;Caquetá;18 - 610;SAN JOSÉ DEL FRAGUA;CO
68;Santander;68 - 298;GAMBITA;CO
18;Caquetá;18 - 756;SOLANO;CO
68;Santander;68 - 318;GUACA;CO
18;Caquetá;18 - 860;VALPARAÍSO;CO
68;Santander;68 - 322;GUAPOTÁ;CO
19;Cauca;19 - 022;ALMAGUER;CO
68;Santander;68 - 327;GÜEPSA;CO
19;Cauca;19 - 075;BALBOA;CO
68;Santander;68 - 368;JESÚS MARÍA;CO
19;Cauca;19 - 110;BUENOS AIRES;CO
68;Santander;68 - 377;LA BELLEZA;CO
19;Cauca;19 - 137;CALDONO;CO
33;North Carolina;33 - 584;CAMDEN;US
33;North Carolina;33 - 585;CARTERET;US
68;Santander;68 - 397;LA PAZ;CO
19;Cauca;19 - 212;CORINTO;CO
33;North Carolina;33 - 586;CASWELL;US
33;North Carolina;33 - 587;CHEROKEE;US
68;Santander;68 - 418;LOS SANTOS;CO
19;Cauca;19 - 290;FLORENCIA;CO
33;North Carolina;33 - 588;CHOWAN;US
33;North Carolina;33 - 589;CLAY;US
68;Santander;68 - 432;MÁLAGA;CO
19;Cauca;19 - 318;GUAPI;CO
33;North Carolina;33 - 590;CLEVELAND;US
33;North Carolina;33 - 591;COLUMBUS;US
68;Santander;68 - 464;MOGOTES;CO
19;Cauca;19 - 364;JAMBALÓ;CO
33;North Carolina;33 - 592;CRAVEN;US
33;North Carolina;33 - 593;DARE;US
68;Santander;68 - 498;OCAMONTE;CO
19;Cauca;19 - 397;LA VEGA;CO
33;North Carolina;33 - 594;DAVIDSON;US
33;North Carolina;33 - 595;DUPLIN;US
68;Santander;68 - 502;ONZAGA;CO
19;Cauca;19 - 450;MERCADERES;CO
33;North Carolina;33 - 596;GATES;US
33;North Carolina;33 - 597;GRAHAM;US
68;Santander;68 - 524;PALMAS DEL SOCORRO;CO
19;Cauca;19 - 473;MORALES;CO
33;North Carolina;33 - 598;GRANVILLE;US
33;North Carolina;33 - 599;HALIFAX;US
68;Santander;68 - 547;PIEDECUESTA;CO
19;Cauca;19 - 517;PAEZ;CO
33;North Carolina;33 - 600;HARNETT;US
33;North Carolina;33 - 601;HERTFORD;US
68;Santander;68 - 572;PUENTE NACIONAL;CO
19;Cauca;19 - 533;PIAMONTE;CO
33;North Carolina;33 - 602;HYDE;US
33;North Carolina;33 - 603;IREDELL;US
68;Santander;68 - 575;PUERTO WILCHES;CO
19;Cauca;19 - 573;PUERTO TEJADA;CO
33;North Carolina;33 - 604;JACKSON;US
33;North Carolina;33 - 605;JONES;US
68;Santander;68 - 655;SABANA DE TORRES;CO
19;Cauca;19 - 622;ROSAS;CO
33;North Carolina;33 - 606;LEE;US
33;North Carolina;33 - 607;LENOIR;US
68;Santander;68 - 673;SAN BENITO;CO
19;Cauca;19 - 698;SANTANDER DE QUILICHAO;CO
33;North Carolina;33 - 608;LINCOLN;US
33;North Carolina;33 - 609;MACON;US
68;Santander;68 - 682;SAN JOAQUÍN;CO
19;Cauca;19 - 743;SILVIA;CO
33;North Carolina;33 - 610;MARTIN;US
19;Cauca;19 - 760;SOTARÁ;CO
68;Santander;68 - 686;SAN MIGUEL;CO
33;North Carolina;33 - 611;MCDOWELL;US
33;North Carolina;33 - 612;MITCHELL;US
33;North Carolina;33 - 613;MONTGOMERY;US
68;Santander;68 - 705;SANTA BÁRBARA;CO
19;Cauca;19 - 785;SUCRE;CO
33;North Carolina;33 - 614;MOORE;US
33;North Carolina;33 - 615;NORTHAMPTON;US
68;Santander;68 - 745;SIMACOTA;CO
19;Cauca;19 - 809;TIMBIQUÍ;CO
33;North Carolina;33 - 616;PAMLICO;US
33;North Carolina;33 - 617;PASQUOTANK;US
68;Santander;68 - 770;SUAITA;CO
19;Cauca;19 - 824;TOTORÓ;CO
68;Santander;68 - 780;SURATÁ;CO
20;Cesar;20 - 001;VALLEDUPAR;CO
68;Santander;68 - 855;VALLE DE SAN JOSÉ;CO
20;Cesar;20 - 013;AGUSTÍN CODAZZI;CO
68;Santander;68 - 867;VETAS;CO
20;Cesar;20 - 045;BECERRIL;CO
68;Santander;68 - 895;ZAPATOCA;CO
20;Cesar;20 - 175;CHIMICHAGUA;CO
70;Sucre;70 - 110;BUENAVISTA;CO
20;Cesar;20 - 228;CURUMANÍ;CO
70;Sucre;70 - 204;COLOSO;CO
20;Cesar;20 - 250;EL PASO;CO
70;Sucre;70 - 221;COVEÑAS;CO
20;Cesar;20 - 310;GONZÁLEZ;CO
33;North Carolina;33 - 618;PERQUIMANS;US
33;North Carolina;33 - 619;POLK;US
70;Sucre;70 - 233;EL ROBLE;CO
20;Cesar;20 - 400;LA JAGUA DE IBIRICO;CO
33;North Carolina;33 - 620;RICHMOND;US
33;North Carolina;33 - 621;ROBESON;US
70;Sucre;70 - 265;GUARANDA;CO
20;Cesar;20 - 517;PAILITAS;CO
33;North Carolina;33 - 622;ROWAN;US
33;North Carolina;33 - 623;RUTHERFORD;US
70;Sucre;70 - 418;LOS PALMITOS;CO
20;Cesar;20 - 570;PUEBLO BELLO;CO
33;North Carolina;33 - 624;SAMPSON;US
33;North Carolina;33 - 625;SCOTLAND;US
70;Sucre;70 - 473;MORROA;CO
20;Cesar;20 - 621;LA PAZ;CO
33;North Carolina;33 - 626;STANLY;US
33;North Carolina;33 - 627;SURRY;US
70;Sucre;70 - 523;PALMITO;CO
20;Cesar;20 - 750;SAN DIEGO;CO
33;North Carolina;33 - 628;SWAIN;US
33;North Carolina;33 - 629;TRANSYLVANIA;US
70;Sucre;70 - 678;SAN BENITO ABAD;CO
20;Cesar;20 - 787;TAMALAMEQUE;CO
33;North Carolina;33 - 630;TYRRELL;US
33;North Carolina;33 - 631;VANCE;US
70;Sucre;70 - 708;SAN MARCOS;CO
23;Córdoba;23 - 068;AYAPEL;CO
33;North Carolina;33 - 632;WARREN;US
33;North Carolina;33 - 633;WASHINGTON;US
70;Sucre;70 - 717;SAN PEDRO;CO
23;Córdoba;23 - 090;CANALETE;CO
33;North Carolina;33 - 634;WATAUGA;US
33;North Carolina;33 - 635;WILKES;US
70;Sucre;70 - 771;SUCRE;CO
23;Córdoba;23 - 168;CHIMÁ;CO
33;North Carolina;33 - 636;WILSON;US
33;North Carolina;33 - 637;YANCEY;US
70;Sucre;70 - 823;TOLÚ VIEJO;CO
23;Córdoba;23 - 189;CIÉNAGA DE ORO;CO
32;New York;32 - 638;ALBANY;US
32;New York;32 - 639;RENSSELAER;US
73;Tolima;73 - 024;ALPUJARRA;CO
23;Córdoba;23 - 350;LA APARTADA;CO
32;New York;32 - 640;SARATOGA;US
32;New York;32 - 641;SCHENECTADY;US
73;Tolima;73 - 030;AMBALEMA;CO
23;Córdoba;23 - 419;LOS CÓRDOBAS;CO
32;New York;32 - 642;SCHOHARIE;US
32;New York;32 - 643;BROOME;US
73;Tolima;73 - 055;ARMERO;CO
23;Córdoba;23 - 466;MONTELÍBANO;CO
32;New York;32 - 644;TIOGA;US
32;New York;32 - 645;ERIE;US
73;Tolima;73 - 124;CAJAMARCA;CO
23;Córdoba;23 - 555;PLANETA RICA;CO
32;New York;32 - 646;NIAGARA;US
32;New York;32 - 647;CHEMUNG;US
73;Tolima;73 - 152;CASABIANCA;CO
23;Córdoba;23 - 574;PUERTO ESCONDIDO;CO
32;New York;32 - 648;WARREN;US
32;New York;32 - 649;WASHINGTON;US
73;Tolima;73 - 200;COELLO;CO
23;Córdoba;23 - 586;PURÍSIMA;CO
32;New York;32 - 650;TOMPKINS;US
32;New York;32 - 651;ULSTER;US
73;Tolima;73 - 226;CUNDAY;CO
23;Córdoba;23 - 670;SAN ANDRÉS SOTAVENTO;CO
32;New York;32 - 652;BRONX;US
32;New York;32 - 653;KINGS;US
73;Tolima;73 - 268;ESPINAL;CO
23;Córdoba;23 - 675;SAN BERNARDO DEL VIENTO;CO
73;Tolima;73 - 275;FLANDES;CO
23;Córdoba;23 - 686;SAN PELAYO;CO
73;Tolima;73 - 319;GUAMO;CO
23;Córdoba;23 - 855;VALENCIA;CO
73;Tolima;73 - 349;HONDA;CO
25;Cundinamarca;25 - 019;ALBÁN;CO
73;Tolima;73 - 408;LÉRIDA;CO
25;Cundinamarca;25 - 040;ANOLAIMA;CO
73;Tolima;73 - 443;MARIQUITA;CO
25;Cundinamarca;25 - 086;BELTRÁN;CO
73;Tolima;73 - 461;MURILLO;CO
25;Cundinamarca;25 - 099;BOJACÁ;CO
32;New York;32 - 654;NASSAU;US
32;New York;32 - 655;NEW YORK;US
73;Tolima;73 - 504;ORTEGA;CO
25;Cundinamarca;25 - 123;CACHIPAY;CO
32;New York;32 - 656;PUTNAM;US
32;New York;32 - 657;QUEENS;US
73;Tolima;73 - 547;PIEDRAS;CO
25;Cundinamarca;25 - 148;CAPARRAPÍ;CO
32;New York;32 - 658;RICHMOND;US
32;New York;32 - 659;ROCKLAND;US
73;Tolima;73 - 563;PRADO;CO
25;Cundinamarca;25 - 154;CARMEN DE CARUPA;CO
32;New York;32 - 660;SUFFOLK;US
32;New York;32 - 661;WESTCHESTER;US
73;Tolima;73 - 616;RIOBLANCO;CO
25;Cundinamarca;25 - 175;CHÍA;CO
32;New York;32 - 662;DUTCHESS;US
32;New York;32 - 663;ORANGE;US
73;Tolima;73 - 624;ROVIRA;CO
25;Cundinamarca;25 - 181;CHOACHÍ;CO
32;New York;32 - 664;LIVINGSTON;US
32;New York;32 - 665;MONROE;US
73;Tolima;73 - 675;SAN ANTONIO;CO
25;Cundinamarca;25 - 200;COGUA;CO
32;New York;32 - 666;ONTARIO;US
32;New York;32 - 667;ORLEANS;US
73;Tolima;73 - 686;SANTA ISABEL;CO
25;Cundinamarca;25 - 224;CUCUNUBÁ;CO
32;New York;32 - 668;WAYNE;US
